name,label,dataset,full_path,speaker
neutral\244-neutral-liuchanhg.wav,neutral,casia,CASIA\neutral\244-neutral-liuchanhg.wav,
neutral\244-neutral-wangzhe.wav,neutral,casia,CASIA\neutral\244-neutral-wangzhe.wav,
neutral\244-neutral-zhaoquanyin.wav,neutral,casia,CASIA\neutral\244-neutral-zhaoquanyin.wav,
neutral\244-neutral-ZhaoZuoxiang.wav,neutral,casia,CASIA\neutral\244-neutral-ZhaoZuoxiang.wav,
neutral\245-neutral-liuchanhg.wav,neutral,casia,CASIA\neutral\245-neutral-liuchanhg.wav,
neutral\245-neutral-wangzhe.wav,neutral,casia,CASIA\neutral\245-neutral-wangzhe.wav,
neutral\245-neutral-zhaoquanyin.wav,neutral,casia,CASIA\neutral\245-neutral-zhaoquanyin.wav,
neutral\245-neutral-ZhaoZuoxiang.wav,neutral,casia,CASIA\neutral\245-neutral-ZhaoZuoxiang.wav,
neutral\246-neutral-liuchanhg.wav,neutral,casia,CASIA\neutral\246-neutral-liuchanhg.wav,
neutral\246-neutral-wangzhe.wav,neutral,casia,CASIA\neutral\246-neutral-wangzhe.wav,
neutral\246-neutral-zhaoquanyin.wav,neutral,casia,CASIA\neutral\246-neutral-zhaoquanyin.wav,
neutral\246-neutral-ZhaoZuoxiang.wav,neutral,casia,CASIA\neutral\246-neutral-ZhaoZuoxiang.wav,
neutral\247-neutral-liuchanhg.wav,neutral,casia,CASIA\neutral\247-neutral-liuchanhg.wav,
neutral\247-neutral-wangzhe.wav,neutral,casia,CASIA\neutral\247-neutral-wangzhe.wav,
neutral\247-neutral-zhaoquanyin.wav,neutral,casia,CASIA\neutral\247-neutral-zhaoquanyin.wav,
neutral\247-neutral-ZhaoZuoxiang.wav,neutral,casia,CASIA\neutral\247-neutral-ZhaoZuoxiang.wav,
neutral\248-neutral-liuchanhg.wav,neutral,casia,CASIA\neutral\248-neutral-liuchanhg.wav,
neutral\248-neutral-wangzhe.wav,neutral,casia,CASIA\neutral\248-neutral-wangzhe.wav,
neutral\248-neutral-zhaoquanyin.wav,neutral,casia,CASIA\neutral\248-neutral-zhaoquanyin.wav,
neutral\248-neutral-ZhaoZuoxiang.wav,neutral,casia,CASIA\neutral\248-neutral-ZhaoZuoxiang.wav,
neutral\249-neutral-liuchanhg.wav,neutral,casia,CASIA\neutral\249-neutral-liuchanhg.wav,
neutral\249-neutral-wangzhe.wav,neutral,casia,CASIA\neutral\249-neutral-wangzhe.wav,
neutral\249-neutral-zhaoquanyin.wav,neutral,casia,CASIA\neutral\249-neutral-zhaoquanyin.wav,
neutral\249-neutral-ZhaoZuoxiang.wav,neutral,casia,CASIA\neutral\249-neutral-ZhaoZuoxiang.wav,
neutral\250-neutral-liuchanhg.wav,neutral,casia,CASIA\neutral\250-neutral-liuchanhg.wav,
neutral\250-neutral-wangzhe.wav,neutral,casia,CASIA\neutral\250-neutral-wangzhe.wav,
neutral\250-neutral-zhaoquanyin.wav,neutral,casia,CASIA\neutral\250-neutral-zhaoquanyin.wav,
neutral\250-neutral-ZhaoZuoxiang.wav,neutral,casia,CASIA\neutral\250-neutral-ZhaoZuoxiang.wav,
sad\201-sad-liuchanhg.wav,sad,casia,CASIA\sad\201-sad-liuchanhg.wav,
sad\201-sad-wangzhe.wav,sad,casia,CASIA\sad\201-sad-wangzhe.wav,
sad\201-sad-zhaoquanyin.wav,sad,casia,CASIA\sad\201-sad-zhaoquanyin.wav,
sad\201-sad-ZhaoZuoxiang.wav,sad,casia,CASIA\sad\201-sad-ZhaoZuoxiang.wav,
sad\202-sad-liuchanhg.wav,sad,casia,CASIA\sad\202-sad-liuchanhg.wav,
sad\202-sad-wangzhe.wav,sad,casia,CASIA\sad\202-sad-wangzhe.wav,
sad\202-sad-zhaoquanyin.wav,sad,casia,CASIA\sad\202-sad-zhaoquanyin.wav,
sad\202-sad-ZhaoZuoxiang.wav,sad,casia,CASIA\sad\202-sad-ZhaoZuoxiang.wav,
sad\203-sad-liuchanhg.wav,sad,casia,CASIA\sad\203-sad-liuchanhg.wav,
sad\203-sad-wangzhe.wav,sad,casia,CASIA\sad\203-sad-wangzhe.wav,
sad\203-sad-zhaoquanyin.wav,sad,casia,CASIA\sad\203-sad-zhaoquanyin.wav,
sad\203-sad-ZhaoZuoxiang.wav,sad,casia,CASIA\sad\203-sad-ZhaoZuoxiang.wav,
sad\204-sad-liuchanhg.wav,sad,casia,CASIA\sad\204-sad-liuchanhg.wav,
sad\204-sad-wangzhe.wav,sad,casia,CASIA\sad\204-sad-wangzhe.wav,
sad\204-sad-zhaoquanyin.wav,sad,casia,CASIA\sad\204-sad-zhaoquanyin.wav,
sad\204-sad-ZhaoZuoxiang.wav,sad,casia,CASIA\sad\204-sad-ZhaoZuoxiang.wav,
sad\205-sad-liuchanhg.wav,sad,casia,CASIA\sad\205-sad-liuchanhg.wav,
sad\205-sad-wangzhe.wav,sad,casia,CASIA\sad\205-sad-wangzhe.wav,
sad\205-sad-zhaoquanyin.wav,sad,casia,CASIA\sad\205-sad-zhaoquanyin.wav,
sad\205-sad-ZhaoZuoxiang.wav,sad,casia,CASIA\sad\205-sad-ZhaoZuoxiang.wav,
sad\206-sad-liuchanhg.wav,sad,casia,CASIA\sad\206-sad-liuchanhg.wav,
sad\206-sad-wangzhe.wav,sad,casia,CASIA\sad\206-sad-wangzhe.wav,
sad\206-sad-zhaoquanyin.wav,sad,casia,CASIA\sad\206-sad-zhaoquanyin.wav,
sad\206-sad-ZhaoZuoxiang.wav,sad,casia,CASIA\sad\206-sad-ZhaoZuoxiang.wav,
sad\207-sad-liuchanhg.wav,sad,casia,CASIA\sad\207-sad-liuchanhg.wav,
sad\207-sad-wangzhe.wav,sad,casia,CASIA\sad\207-sad-wangzhe.wav,
sad\207-sad-zhaoquanyin.wav,sad,casia,CASIA\sad\207-sad-zhaoquanyin.wav,
sad\207-sad-ZhaoZuoxiang.wav,sad,casia,CASIA\sad\207-sad-ZhaoZuoxiang.wav,
sad\208-sad-liuchanhg.wav,sad,casia,CASIA\sad\208-sad-liuchanhg.wav,
sad\208-sad-wangzhe.wav,sad,casia,CASIA\sad\208-sad-wangzhe.wav,
sad\208-sad-zhaoquanyin.wav,sad,casia,CASIA\sad\208-sad-zhaoquanyin.wav,
sad\208-sad-ZhaoZuoxiang.wav,sad,casia,CASIA\sad\208-sad-ZhaoZuoxiang.wav,
sad\209-sad-liuchanhg.wav,sad,casia,CASIA\sad\209-sad-liuchanhg.wav,
sad\209-sad-wangzhe.wav,sad,casia,CASIA\sad\209-sad-wangzhe.wav,
sad\209-sad-zhaoquanyin.wav,sad,casia,CASIA\sad\209-sad-zhaoquanyin.wav,
sad\209-sad-ZhaoZuoxiang.wav,sad,casia,CASIA\sad\209-sad-ZhaoZuoxiang.wav,
sad\210-sad-liuchanhg.wav,sad,casia,CASIA\sad\210-sad-liuchanhg.wav,
sad\210-sad-wangzhe.wav,sad,casia,CASIA\sad\210-sad-wangzhe.wav,
sad\210-sad-zhaoquanyin.wav,sad,casia,CASIA\sad\210-sad-zhaoquanyin.wav,
sad\210-sad-ZhaoZuoxiang.wav,sad,casia,CASIA\sad\210-sad-ZhaoZuoxiang.wav,
sad\211-sad-liuchanhg.wav,sad,casia,CASIA\sad\211-sad-liuchanhg.wav,
sad\211-sad-wangzhe.wav,sad,casia,CASIA\sad\211-sad-wangzhe.wav,
sad\211-sad-zhaoquanyin.wav,sad,casia,CASIA\sad\211-sad-zhaoquanyin.wav,
sad\211-sad-ZhaoZuoxiang.wav,sad,casia,CASIA\sad\211-sad-ZhaoZuoxiang.wav,
sad\212-sad-liuchanhg.wav,sad,casia,CASIA\sad\212-sad-liuchanhg.wav,
sad\212-sad-wangzhe.wav,sad,casia,CASIA\sad\212-sad-wangzhe.wav,
sad\212-sad-zhaoquanyin.wav,sad,casia,CASIA\sad\212-sad-zhaoquanyin.wav,
sad\212-sad-ZhaoZuoxiang.wav,sad,casia,CASIA\sad\212-sad-ZhaoZuoxiang.wav,
sad\213-sad-liuchanhg.wav,sad,casia,CASIA\sad\213-sad-liuchanhg.wav,
sad\213-sad-wangzhe.wav,sad,casia,CASIA\sad\213-sad-wangzhe.wav,
sad\213-sad-zhaoquanyin.wav,sad,casia,CASIA\sad\213-sad-zhaoquanyin.wav,
sad\213-sad-ZhaoZuoxiang.wav,sad,casia,CASIA\sad\213-sad-ZhaoZuoxiang.wav,
sad\214-sad-liuchanhg.wav,sad,casia,CASIA\sad\214-sad-liuchanhg.wav,
sad\214-sad-wangzhe.wav,sad,casia,CASIA\sad\214-sad-wangzhe.wav,
sad\214-sad-zhaoquanyin.wav,sad,casia,CASIA\sad\214-sad-zhaoquanyin.wav,
sad\214-sad-ZhaoZuoxiang.wav,sad,casia,CASIA\sad\214-sad-ZhaoZuoxiang.wav,
sad\215-sad-liuchanhg.wav,sad,casia,CASIA\sad\215-sad-liuchanhg.wav,
sad\215-sad-wangzhe.wav,sad,casia,CASIA\sad\215-sad-wangzhe.wav,
sad\215-sad-zhaoquanyin.wav,sad,casia,CASIA\sad\215-sad-zhaoquanyin.wav,
sad\215-sad-ZhaoZuoxiang.wav,sad,casia,CASIA\sad\215-sad-ZhaoZuoxiang.wav,
sad\216-sad-liuchanhg.wav,sad,casia,CASIA\sad\216-sad-liuchanhg.wav,
sad\216-sad-wangzhe.wav,sad,casia,CASIA\sad\216-sad-wangzhe.wav,
sad\216-sad-zhaoquanyin.wav,sad,casia,CASIA\sad\216-sad-zhaoquanyin.wav,
sad\216-sad-ZhaoZuoxiang.wav,sad,casia,CASIA\sad\216-sad-ZhaoZuoxiang.wav,
sad\217-sad-liuchanhg.wav,sad,casia,CASIA\sad\217-sad-liuchanhg.wav,
sad\217-sad-wangzhe.wav,sad,casia,CASIA\sad\217-sad-wangzhe.wav,
sad\217-sad-zhaoquanyin.wav,sad,casia,CASIA\sad\217-sad-zhaoquanyin.wav,
sad\217-sad-ZhaoZuoxiang.wav,sad,casia,CASIA\sad\217-sad-ZhaoZuoxiang.wav,
sad\218-sad-liuchanhg.wav,sad,casia,CASIA\sad\218-sad-liuchanhg.wav,
sad\218-sad-wangzhe.wav,sad,casia,CASIA\sad\218-sad-wangzhe.wav,
sad\218-sad-zhaoquanyin.wav,sad,casia,CASIA\sad\218-sad-zhaoquanyin.wav,
sad\218-sad-ZhaoZuoxiang.wav,sad,casia,CASIA\sad\218-sad-ZhaoZuoxiang.wav,
sad\219-sad-liuchanhg.wav,sad,casia,CASIA\sad\219-sad-liuchanhg.wav,
sad\219-sad-wangzhe.wav,sad,casia,CASIA\sad\219-sad-wangzhe.wav,
sad\219-sad-zhaoquanyin.wav,sad,casia,CASIA\sad\219-sad-zhaoquanyin.wav,
sad\219-sad-ZhaoZuoxiang.wav,sad,casia,CASIA\sad\219-sad-ZhaoZuoxiang.wav,
sad\220-sad-liuchanhg.wav,sad,casia,CASIA\sad\220-sad-liuchanhg.wav,
sad\220-sad-wangzhe.wav,sad,casia,CASIA\sad\220-sad-wangzhe.wav,
sad\220-sad-zhaoquanyin.wav,sad,casia,CASIA\sad\220-sad-zhaoquanyin.wav,
sad\220-sad-ZhaoZuoxiang.wav,sad,casia,CASIA\sad\220-sad-ZhaoZuoxiang.wav,
sad\221-sad-liuchanhg.wav,sad,casia,CASIA\sad\221-sad-liuchanhg.wav,
sad\221-sad-wangzhe.wav,sad,casia,CASIA\sad\221-sad-wangzhe.wav,
sad\221-sad-zhaoquanyin.wav,sad,casia,CASIA\sad\221-sad-zhaoquanyin.wav,
sad\221-sad-ZhaoZuoxiang.wav,sad,casia,CASIA\sad\221-sad-ZhaoZuoxiang.wav,
sad\222-sad-liuchanhg.wav,sad,casia,CASIA\sad\222-sad-liuchanhg.wav,
sad\222-sad-wangzhe.wav,sad,casia,CASIA\sad\222-sad-wangzhe.wav,
sad\222-sad-zhaoquanyin.wav,sad,casia,CASIA\sad\222-sad-zhaoquanyin.wav,
sad\222-sad-ZhaoZuoxiang.wav,sad,casia,CASIA\sad\222-sad-ZhaoZuoxiang.wav,
sad\223-sad-liuchanhg.wav,sad,casia,CASIA\sad\223-sad-liuchanhg.wav,
sad\223-sad-wangzhe.wav,sad,casia,CASIA\sad\223-sad-wangzhe.wav,
sad\223-sad-zhaoquanyin.wav,sad,casia,CASIA\sad\223-sad-zhaoquanyin.wav,
sad\223-sad-ZhaoZuoxiang.wav,sad,casia,CASIA\sad\223-sad-ZhaoZuoxiang.wav,
sad\224-sad-liuchanhg.wav,sad,casia,CASIA\sad\224-sad-liuchanhg.wav,
sad\224-sad-wangzhe.wav,sad,casia,CASIA\sad\224-sad-wangzhe.wav,
sad\224-sad-zhaoquanyin.wav,sad,casia,CASIA\sad\224-sad-zhaoquanyin.wav,
sad\224-sad-ZhaoZuoxiang.wav,sad,casia,CASIA\sad\224-sad-ZhaoZuoxiang.wav,
sad\225-sad-liuchanhg.wav,sad,casia,CASIA\sad\225-sad-liuchanhg.wav,
sad\225-sad-wangzhe.wav,sad,casia,CASIA\sad\225-sad-wangzhe.wav,
sad\225-sad-zhaoquanyin.wav,sad,casia,CASIA\sad\225-sad-zhaoquanyin.wav,
sad\225-sad-ZhaoZuoxiang.wav,sad,casia,CASIA\sad\225-sad-ZhaoZuoxiang.wav,
sad\226-sad-liuchanhg.wav,sad,casia,CASIA\sad\226-sad-liuchanhg.wav,
sad\226-sad-wangzhe.wav,sad,casia,CASIA\sad\226-sad-wangzhe.wav,
sad\226-sad-zhaoquanyin.wav,sad,casia,CASIA\sad\226-sad-zhaoquanyin.wav,
sad\226-sad-ZhaoZuoxiang.wav,sad,casia,CASIA\sad\226-sad-ZhaoZuoxiang.wav,
sad\227-sad-liuchanhg.wav,sad,casia,CASIA\sad\227-sad-liuchanhg.wav,
sad\227-sad-wangzhe.wav,sad,casia,CASIA\sad\227-sad-wangzhe.wav,
sad\227-sad-zhaoquanyin.wav,sad,casia,CASIA\sad\227-sad-zhaoquanyin.wav,
sad\227-sad-ZhaoZuoxiang.wav,sad,casia,CASIA\sad\227-sad-ZhaoZuoxiang.wav,
sad\228-sad-liuchanhg.wav,sad,casia,CASIA\sad\228-sad-liuchanhg.wav,
sad\228-sad-wangzhe.wav,sad,casia,CASIA\sad\228-sad-wangzhe.wav,
sad\228-sad-zhaoquanyin.wav,sad,casia,CASIA\sad\228-sad-zhaoquanyin.wav,
sad\228-sad-ZhaoZuoxiang.wav,sad,casia,CASIA\sad\228-sad-ZhaoZuoxiang.wav,
sad\229-sad-liuchanhg.wav,sad,casia,CASIA\sad\229-sad-liuchanhg.wav,
sad\229-sad-wangzhe.wav,sad,casia,CASIA\sad\229-sad-wangzhe.wav,
sad\229-sad-zhaoquanyin.wav,sad,casia,CASIA\sad\229-sad-zhaoquanyin.wav,
sad\229-sad-ZhaoZuoxiang.wav,sad,casia,CASIA\sad\229-sad-ZhaoZuoxiang.wav,
sad\230-sad-liuchanhg.wav,sad,casia,CASIA\sad\230-sad-liuchanhg.wav,
sad\230-sad-wangzhe.wav,sad,casia,CASIA\sad\230-sad-wangzhe.wav,
sad\230-sad-zhaoquanyin.wav,sad,casia,CASIA\sad\230-sad-zhaoquanyin.wav,
sad\230-sad-ZhaoZuoxiang.wav,sad,casia,CASIA\sad\230-sad-ZhaoZuoxiang.wav,
sad\231-sad-liuchanhg.wav,sad,casia,CASIA\sad\231-sad-liuchanhg.wav,
sad\231-sad-wangzhe.wav,sad,casia,CASIA\sad\231-sad-wangzhe.wav,
sad\231-sad-zhaoquanyin.wav,sad,casia,CASIA\sad\231-sad-zhaoquanyin.wav,
sad\231-sad-ZhaoZuoxiang.wav,sad,casia,CASIA\sad\231-sad-ZhaoZuoxiang.wav,
sad\232-sad-liuchanhg.wav,sad,casia,CASIA\sad\232-sad-liuchanhg.wav,
sad\232-sad-wangzhe.wav,sad,casia,CASIA\sad\232-sad-wangzhe.wav,
sad\232-sad-zhaoquanyin.wav,sad,casia,CASIA\sad\232-sad-zhaoquanyin.wav,
sad\232-sad-ZhaoZuoxiang.wav,sad,casia,CASIA\sad\232-sad-ZhaoZuoxiang.wav,
sad\233-sad-liuchanhg.wav,sad,casia,CASIA\sad\233-sad-liuchanhg.wav,
sad\233-sad-wangzhe.wav,sad,casia,CASIA\sad\233-sad-wangzhe.wav,
sad\233-sad-zhaoquanyin.wav,sad,casia,CASIA\sad\233-sad-zhaoquanyin.wav,
sad\233-sad-ZhaoZuoxiang.wav,sad,casia,CASIA\sad\233-sad-ZhaoZuoxiang.wav,
sad\234-sad-liuchanhg.wav,sad,casia,CASIA\sad\234-sad-liuchanhg.wav,
sad\234-sad-wangzhe.wav,sad,casia,CASIA\sad\234-sad-wangzhe.wav,
sad\234-sad-zhaoquanyin.wav,sad,casia,CASIA\sad\234-sad-zhaoquanyin.wav,
sad\234-sad-ZhaoZuoxiang.wav,sad,casia,CASIA\sad\234-sad-ZhaoZuoxiang.wav,
sad\235-sad-liuchanhg.wav,sad,casia,CASIA\sad\235-sad-liuchanhg.wav,
sad\235-sad-wangzhe.wav,sad,casia,CASIA\sad\235-sad-wangzhe.wav,
sad\235-sad-zhaoquanyin.wav,sad,casia,CASIA\sad\235-sad-zhaoquanyin.wav,
sad\235-sad-ZhaoZuoxiang.wav,sad,casia,CASIA\sad\235-sad-ZhaoZuoxiang.wav,
sad\236-sad-liuchanhg.wav,sad,casia,CASIA\sad\236-sad-liuchanhg.wav,
sad\236-sad-wangzhe.wav,sad,casia,CASIA\sad\236-sad-wangzhe.wav,
sad\236-sad-zhaoquanyin.wav,sad,casia,CASIA\sad\236-sad-zhaoquanyin.wav,
sad\236-sad-ZhaoZuoxiang.wav,sad,casia,CASIA\sad\236-sad-ZhaoZuoxiang.wav,
sad\237-sad-liuchanhg.wav,sad,casia,CASIA\sad\237-sad-liuchanhg.wav,
sad\237-sad-wangzhe.wav,sad,casia,CASIA\sad\237-sad-wangzhe.wav,
sad\237-sad-zhaoquanyin.wav,sad,casia,CASIA\sad\237-sad-zhaoquanyin.wav,
sad\237-sad-ZhaoZuoxiang.wav,sad,casia,CASIA\sad\237-sad-ZhaoZuoxiang.wav,
sad\238-sad-liuchanhg.wav,sad,casia,CASIA\sad\238-sad-liuchanhg.wav,
sad\238-sad-wangzhe.wav,sad,casia,CASIA\sad\238-sad-wangzhe.wav,
sad\238-sad-zhaoquanyin.wav,sad,casia,CASIA\sad\238-sad-zhaoquanyin.wav,
sad\238-sad-ZhaoZuoxiang.wav,sad,casia,CASIA\sad\238-sad-ZhaoZuoxiang.wav,
sad\239-sad-liuchanhg.wav,sad,casia,CASIA\sad\239-sad-liuchanhg.wav,
sad\239-sad-wangzhe.wav,sad,casia,CASIA\sad\239-sad-wangzhe.wav,
sad\239-sad-zhaoquanyin.wav,sad,casia,CASIA\sad\239-sad-zhaoquanyin.wav,
sad\239-sad-ZhaoZuoxiang.wav,sad,casia,CASIA\sad\239-sad-ZhaoZuoxiang.wav,
sad\240-sad-liuchanhg.wav,sad,casia,CASIA\sad\240-sad-liuchanhg.wav,
sad\240-sad-wangzhe.wav,sad,casia,CASIA\sad\240-sad-wangzhe.wav,
sad\240-sad-zhaoquanyin.wav,sad,casia,CASIA\sad\240-sad-zhaoquanyin.wav,
sad\240-sad-ZhaoZuoxiang.wav,sad,casia,CASIA\sad\240-sad-ZhaoZuoxiang.wav,
sad\241-sad-liuchanhg.wav,sad,casia,CASIA\sad\241-sad-liuchanhg.wav,
sad\241-sad-wangzhe.wav,sad,casia,CASIA\sad\241-sad-wangzhe.wav,
sad\241-sad-zhaoquanyin.wav,sad,casia,CASIA\sad\241-sad-zhaoquanyin.wav,
sad\241-sad-ZhaoZuoxiang.wav,sad,casia,CASIA\sad\241-sad-ZhaoZuoxiang.wav,
sad\242-sad-liuchanhg.wav,sad,casia,CASIA\sad\242-sad-liuchanhg.wav,
sad\242-sad-wangzhe.wav,sad,casia,CASIA\sad\242-sad-wangzhe.wav,
sad\242-sad-zhaoquanyin.wav,sad,casia,CASIA\sad\242-sad-zhaoquanyin.wav,
sad\242-sad-ZhaoZuoxiang.wav,sad,casia,CASIA\sad\242-sad-ZhaoZuoxiang.wav,
sad\243-sad-liuchanhg.wav,sad,casia,CASIA\sad\243-sad-liuchanhg.wav,
sad\243-sad-wangzhe.wav,sad,casia,CASIA\sad\243-sad-wangzhe.wav,
sad\243-sad-zhaoquanyin.wav,sad,casia,CASIA\sad\243-sad-zhaoquanyin.wav,
sad\243-sad-ZhaoZuoxiang.wav,sad,casia,CASIA\sad\243-sad-ZhaoZuoxiang.wav,
sad\244-sad-liuchanhg.wav,sad,casia,CASIA\sad\244-sad-liuchanhg.wav,
sad\244-sad-wangzhe.wav,sad,casia,CASIA\sad\244-sad-wangzhe.wav,
sad\244-sad-zhaoquanyin.wav,sad,casia,CASIA\sad\244-sad-zhaoquanyin.wav,
sad\244-sad-ZhaoZuoxiang.wav,sad,casia,CASIA\sad\244-sad-ZhaoZuoxiang.wav,
sad\245-sad-liuchanhg.wav,sad,casia,CASIA\sad\245-sad-liuchanhg.wav,
sad\245-sad-wangzhe.wav,sad,casia,CASIA\sad\245-sad-wangzhe.wav,
sad\245-sad-zhaoquanyin.wav,sad,casia,CASIA\sad\245-sad-zhaoquanyin.wav,
sad\245-sad-ZhaoZuoxiang.wav,sad,casia,CASIA\sad\245-sad-ZhaoZuoxiang.wav,
sad\246-sad-liuchanhg.wav,sad,casia,CASIA\sad\246-sad-liuchanhg.wav,
sad\246-sad-wangzhe.wav,sad,casia,CASIA\sad\246-sad-wangzhe.wav,
sad\246-sad-zhaoquanyin.wav,sad,casia,CASIA\sad\246-sad-zhaoquanyin.wav,
sad\246-sad-ZhaoZuoxiang.wav,sad,casia,CASIA\sad\246-sad-ZhaoZuoxiang.wav,
sad\247-sad-liuchanhg.wav,sad,casia,CASIA\sad\247-sad-liuchanhg.wav,
sad\247-sad-wangzhe.wav,sad,casia,CASIA\sad\247-sad-wangzhe.wav,
sad\247-sad-zhaoquanyin.wav,sad,casia,CASIA\sad\247-sad-zhaoquanyin.wav,
sad\247-sad-ZhaoZuoxiang.wav,sad,casia,CASIA\sad\247-sad-ZhaoZuoxiang.wav,
sad\248-sad-liuchanhg.wav,sad,casia,CASIA\sad\248-sad-liuchanhg.wav,
sad\248-sad-wangzhe.wav,sad,casia,CASIA\sad\248-sad-wangzhe.wav,
sad\248-sad-zhaoquanyin.wav,sad,casia,CASIA\sad\248-sad-zhaoquanyin.wav,
sad\248-sad-ZhaoZuoxiang.wav,sad,casia,CASIA\sad\248-sad-ZhaoZuoxiang.wav,
sad\249-sad-liuchanhg.wav,sad,casia,CASIA\sad\249-sad-liuchanhg.wav,
sad\249-sad-wangzhe.wav,sad,casia,CASIA\sad\249-sad-wangzhe.wav,
sad\249-sad-zhaoquanyin.wav,sad,casia,CASIA\sad\249-sad-zhaoquanyin.wav,
sad\249-sad-ZhaoZuoxiang.wav,sad,casia,CASIA\sad\249-sad-ZhaoZuoxiang.wav,
sad\250-sad-liuchanhg.wav,sad,casia,CASIA\sad\250-sad-liuchanhg.wav,
sad\250-sad-wangzhe.wav,sad,casia,CASIA\sad\250-sad-wangzhe.wav,
sad\250-sad-zhaoquanyin.wav,sad,casia,CASIA\sad\250-sad-zhaoquanyin.wav,
sad\250-sad-ZhaoZuoxiang.wav,sad,casia,CASIA\sad\250-sad-ZhaoZuoxiang.wav,
surprise\201-surprise-liuchanhg.wav,surprise,casia,CASIA\surprise\201-surprise-liuchanhg.wav,
surprise\201-surprise-wangzhe.wav,surprise,casia,CASIA\surprise\201-surprise-wangzhe.wav,
surprise\201-surprise-zhaoquanyin.wav,surprise,casia,CASIA\surprise\201-surprise-zhaoquanyin.wav,
surprise\201-surprise-ZhaoZuoxiang.wav,surprise,casia,CASIA\surprise\201-surprise-ZhaoZuoxiang.wav,
surprise\202-surprise-liuchanhg.wav,surprise,casia,CASIA\surprise\202-surprise-liuchanhg.wav,
surprise\202-surprise-wangzhe.wav,surprise,casia,CASIA\surprise\202-surprise-wangzhe.wav,
surprise\202-surprise-zhaoquanyin.wav,surprise,casia,CASIA\surprise\202-surprise-zhaoquanyin.wav,
surprise\202-surprise-ZhaoZuoxiang.wav,surprise,casia,CASIA\surprise\202-surprise-ZhaoZuoxiang.wav,
surprise\203-surprise-liuchanhg.wav,surprise,casia,CASIA\surprise\203-surprise-liuchanhg.wav,
surprise\203-surprise-wangzhe.wav,surprise,casia,CASIA\surprise\203-surprise-wangzhe.wav,
surprise\203-surprise-zhaoquanyin.wav,surprise,casia,CASIA\surprise\203-surprise-zhaoquanyin.wav,
surprise\203-surprise-ZhaoZuoxiang.wav,surprise,casia,CASIA\surprise\203-surprise-ZhaoZuoxiang.wav,
surprise\204-surprise-liuchanhg.wav,surprise,casia,CASIA\surprise\204-surprise-liuchanhg.wav,
surprise\204-surprise-wangzhe.wav,surprise,casia,CASIA\surprise\204-surprise-wangzhe.wav,
surprise\204-surprise-zhaoquanyin.wav,surprise,casia,CASIA\surprise\204-surprise-zhaoquanyin.wav,
surprise\204-surprise-ZhaoZuoxiang.wav,surprise,casia,CASIA\surprise\204-surprise-ZhaoZuoxiang.wav,
surprise\205-surprise-liuchanhg.wav,surprise,casia,CASIA\surprise\205-surprise-liuchanhg.wav,
surprise\205-surprise-wangzhe.wav,surprise,casia,CASIA\surprise\205-surprise-wangzhe.wav,
surprise\205-surprise-zhaoquanyin.wav,surprise,casia,CASIA\surprise\205-surprise-zhaoquanyin.wav,
surprise\205-surprise-ZhaoZuoxiang.wav,surprise,casia,CASIA\surprise\205-surprise-ZhaoZuoxiang.wav,
surprise\206-surprise-liuchanhg.wav,surprise,casia,CASIA\surprise\206-surprise-liuchanhg.wav,
surprise\206-surprise-wangzhe.wav,surprise,casia,CASIA\surprise\206-surprise-wangzhe.wav,
surprise\206-surprise-zhaoquanyin.wav,surprise,casia,CASIA\surprise\206-surprise-zhaoquanyin.wav,
surprise\206-surprise-ZhaoZuoxiang.wav,surprise,casia,CASIA\surprise\206-surprise-ZhaoZuoxiang.wav,
surprise\207-surprise-liuchanhg.wav,surprise,casia,CASIA\surprise\207-surprise-liuchanhg.wav,
surprise\207-surprise-wangzhe.wav,surprise,casia,CASIA\surprise\207-surprise-wangzhe.wav,
surprise\207-surprise-zhaoquanyin.wav,surprise,casia,CASIA\surprise\207-surprise-zhaoquanyin.wav,
surprise\207-surprise-ZhaoZuoxiang.wav,surprise,casia,CASIA\surprise\207-surprise-ZhaoZuoxiang.wav,
surprise\208-surprise-liuchanhg.wav,surprise,casia,CASIA\surprise\208-surprise-liuchanhg.wav,
surprise\208-surprise-wangzhe.wav,surprise,casia,CASIA\surprise\208-surprise-wangzhe.wav,
surprise\208-surprise-zhaoquanyin.wav,surprise,casia,CASIA\surprise\208-surprise-zhaoquanyin.wav,
surprise\208-surprise-ZhaoZuoxiang.wav,surprise,casia,CASIA\surprise\208-surprise-ZhaoZuoxiang.wav,
surprise\209-surprise-liuchanhg.wav,surprise,casia,CASIA\surprise\209-surprise-liuchanhg.wav,
surprise\209-surprise-wangzhe.wav,surprise,casia,CASIA\surprise\209-surprise-wangzhe.wav,
surprise\209-surprise-zhaoquanyin.wav,surprise,casia,CASIA\surprise\209-surprise-zhaoquanyin.wav,
surprise\209-surprise-ZhaoZuoxiang.wav,surprise,casia,CASIA\surprise\209-surprise-ZhaoZuoxiang.wav,
surprise\210-surprise-liuchanhg.wav,surprise,casia,CASIA\surprise\210-surprise-liuchanhg.wav,
surprise\210-surprise-wangzhe.wav,surprise,casia,CASIA\surprise\210-surprise-wangzhe.wav,
surprise\210-surprise-zhaoquanyin.wav,surprise,casia,CASIA\surprise\210-surprise-zhaoquanyin.wav,
